Collection_Method,Wait_Time,Storage_Temperature,Quality_Score
Nurse,5.653845352502761,-10.090533282304161,13.61472082286979
Patient,66.05578945766472,-9.290548182860961,1.3291242650241024
Nurse,9.550112161544739,-10.259546677583916,13.631945696523541
Nurse,10.051116692424797,-10.935438702044596,15.10618472017018
Nurse,5.6520498091516425,-9.191942201718854,11.835509782695404
Nurse,18.52445661813497,-10.223465982371852,12.353181728287042
Nurse,7.317657016737627,-10.303179782834276,14.016040319583443
Nurse,3.2931504684695736,-11.053682419146353,15.381618681721402
Patient,141.2183948864146,-8.289386627418075,-1.5307403661859436
Nurse,6.790938421347445,-9.929947836886818,13.525245686672735
Nurse,4.647472079257458,-9.761631017265215,13.474537416516931
Nurse,9.492927854141142,-9.810418383401256,12.870812728116158
Nurse,1.9124475346898946,-9.322124680469093,12.668827665874094
Patient,8.75274270403575,-9.488797400475018,9.386177684988866
Nurse,6.898305092673836,-9.047125452797061,11.969114291902292
Patient,203.34711676772642,-8.360035470628606,-0.4255029837670983
Patient,58.87600598010935,-11.601965811897168,6.560939369731254
Nurse,4.847081166014671,-7.829057282502186,8.991794956446299
Nurse,7.858552297375576,-9.448514623959532,11.857228067713049
Patient,297.39197221310724,-10.622649361734451,2.2444115530818816
Patient,25.98525896368298,-11.320022511220706,6.901448012026937
Patient,52.61299818248697,-10.42930222451726,3.547836083383631
Patient,13.378949465427432,-10.083105572628694,3.969405324539052
Nurse,10.805205209276359,-9.917560247065497,11.726316762553727
Nurse,6.330602804969858,-10.752156405590583,14.818504604915688
Nurse,14.443221772415633,-11.875172469645744,16.137632755853627
Patient,46.51929647326012,-9.328659923549534,3.4039786947077277
Patient,25.739600160344523,-10.319053935666618,4.549994821203896
Nurse,12.65438213853306,-9.978688351328058,13.369968476233321
Nurse,7.168307638668473,-10.708406766910462,13.690286744421822
Nurse,2.9994536693639873,-11.58413594300549,17.203405049644694
Nurse,9.5292166085328,-11.581190702032133,16.355538049487357
Patient,33.68117070152725,-9.85320698801445,7.896977335906628
Patient,133.86600217508212,-10.268530647905832,0.9609982132500259
Patient,6.348284371418773,-10.71915331924242,9.31967696348806
Nurse,4.510510032760744,-10.131256967092305,13.794529639239586
Nurse,6.603316409365697,-10.65000258082346,14.49676048853432
Patient,84.93961986753365,-11.090399077442846,8.118781615239415
Patient,49.47224809037272,-9.981150377055153,5.575905865191943
Nurse,8.302926687755134,-9.046863366086756,11.120680749142672
Patient,29.593733278743176,-9.638496474793898,2.2144152842273486
Nurse,7.801217824763617,-10.033229990644461,12.908121699764392
Nurse,6.929109074649431,-11.881849045497638,16.55360439284426
Nurse,7.740160707047826,-9.840143608002599,12.120027194971662
Nurse,13.913421091283983,-10.8661748482145,14.58422437626002
Nurse,9.148566322413364,-10.646227309843804,14.96651288505652
Nurse,4.068122472788965,-9.080845826389998,12.258801227679726
Patient,27.921019462386518,-8.607534699935671,2.056216788826728
Nurse,8.536463522851784,-9.73967816122878,12.267855137082357
Nurse,11.082908385933049,-9.206511279447787,10.13335243569659
Patient,201.20821006360012,-11.662491988035674,6.7813958989983565
Nurse,12.9792583068407,-11.090966430215198,14.413173148039315
Nurse,4.250972013125119,-10.214921030288735,13.828677252727568
Patient,119.06392482330966,-8.689691253880392,2.6114290648020173
Nurse,5.578478041169143,-10.209221873744529,12.857808664667735
Nurse,4.938516422445379,-9.035148366902542,12.281023178827294
Nurse,3.986148849065136,-10.592464259152894,14.788900075766287
Nurse,8.500122536148261,-10.809603519921646,14.691156982665532
Patient,33.99320504172188,-10.014452270878278,6.069151731905787
Patient,54.94992246347854,-10.43638589052657,4.640707633579602
Patient,49.9807054920643,-10.370011029882127,4.39915585284072
Patient,270.0608139544564,-9.439080552058762,-0.9100938729502303
Patient,109.61282723822274,-10.33381948975601,5.619979445663831
Nurse,8.889058123934426,-10.10730214400423,13.253641654814551
Patient,11.348934330478244,-11.126767468909804,7.007437229158498
Nurse,7.936493455181421,-8.267485000514908,10.579148526744277
Patient,103.34274666713588,-9.499155525055542,-1.8799066210759077
Patient,31.732017923070728,-10.78778375190824,5.419219906782291
Nurse,6.793240615707244,-10.472090577697127,13.038603159498754
Nurse,10.739785620763858,-11.072743025739806,14.891154355476418
Nurse,20.843483029938234,-10.919384591586423,12.536584086924693
Nurse,6.404480919555593,-8.89904036500143,11.920256568053212
Patient,15.965823486052347,-9.503300776763478,4.535079828871682
Patient,49.1094581058015,-7.355656652982965,-4.082730642216105
Nurse,8.388568035364267,-9.532306828234567,12.480636988191524
Nurse,7.760071722444335,-9.691949460495898,12.139083060545456
Nurse,8.453355563276146,-10.34319227549741,13.862607025300292
Nurse,6.142272772028424,-9.622899606097814,12.415972973374956
Nurse,12.975009034938507,-10.051393723588486,11.653246087687448
Nurse,13.887105536598268,-10.905732300862619,13.853620682043834
Patient,30.094387902718868,-8.625561906829184,-1.8289020262120408
Nurse,35.47663344083813,-8.943943190933949,9.43063157210248
Nurse,7.189006611655329,-9.714445925142343,12.716900064782498
Patient,104.0858028034603,-9.444395533996552,1.777521258603488
Nurse,6.694797885708791,-10.151273283653511,13.303761637284344
Patient,169.65553163646823,-9.406443277719138,-5.335430907624414
Patient,105.20394257286709,-9.805263805281225,2.2613085446111323
Nurse,6.084476998569854,-8.875887280013986,11.419797017633844
Nurse,5.020658829799436,-9.592947712875464,12.086505892392088
Nurse,3.706881353569477,-10.626717224589965,15.374440267765776
Nurse,11.900287062051984,-9.486914579902708,11.85981453054137
Nurse,9.564794743665582,-10.641481595222952,14.240835319225395
Patient,121.56018929083751,-9.245708670186426,3.268425032866774
Nurse,10.5291955119303,-9.648551792458417,12.478026780474513
Nurse,7.2917193622730245,-10.881874651227719,14.695476450108085
Nurse,5.091378798118074,-10.675178274974382,14.650548536994231
Patient,24.719195288366958,-10.30796152963904,2.413533567370433
Nurse,8.220630042907478,-9.998794524637775,12.482397880054984
Nurse,10.274065776116707,-9.062429862373442,9.991456958346195
Nurse,5.0462107278730635,-10.769142349787298,14.449695538303272
Patient,125.1452223715496,-10.193826138772803,2.199672911060887
Nurse,2.713037396574834,-9.364581969790773,12.111465924358189
Patient,57.970405496622575,-9.722623062041809,6.046698055228264
Patient,14.749063671622395,-13.019512155820825,13.024364199387264
Nurse,18.178791106665727,-8.761053647060562,9.72668141100301
Patient,33.393584956607455,-9.19287740336269,1.4219347785805374
Nurse,9.376240514769023,-9.494529840833373,12.280985750738076
Patient,862.3489808526646,-9.607584032821233,-3.322079263594686
Patient,53.21954349455328,-11.769075904889117,6.199874171984106
Nurse,6.021634782098064,-10.524088397934593,14.328995450942598
Nurse,4.897819146055179,-8.878969332675528,11.169252164001255
Patient,54.09272366115437,-10.327894716512917,4.98477144302102
Nurse,11.162379290842189,-10.867130215710901,13.992653054550354
Nurse,6.34798211737595,-11.345870923473214,15.433975931474013
Nurse,5.823430745411163,-9.125610819287273,11.62061273984784
Nurse,8.140038874041116,-9.149102037832028,11.132723225780586
Patient,80.67791338746676,-10.103221752932496,3.9562385048064703
Nurse,5.521340478931597,-12.438817158276429,18.1018740642655
Nurse,15.049940956784855,-9.073784597758408,10.918893869762432
Nurse,13.709175605865783,-9.911342409038562,12.303277310876814
Patient,29.43981778771833,-10.31607285602705,7.098991802465084
Nurse,13.489912967721141,-10.139446275681,12.451855700351885
Patient,54.626983220706705,-9.398793251070884,-0.09117904783850994
Nurse,2.3441187306306746,-10.550536849491584,14.638807962594708
Patient,32.84697982515844,-10.147780318817471,4.405344214883537
Nurse,15.275248406784389,-9.67325523539768,11.770513883365401
Nurse,10.085548645130757,-11.13883311778077,15.486118557249974
Nurse,7.114378355388519,-9.329519382758788,11.160992292265227
Patient,11.544870594869215,-9.18211034197497,6.224557268177103
Patient,22.15245766003742,-10.869663081274695,9.794298840093948
Nurse,4.0767253406580695,-8.357327046744036,9.8590496725978
Patient,103.37797437563512,-10.328618475748984,4.586827962445888
Patient,31.686350288541853,-10.162792906072294,5.495652167164416
Nurse,4.476790001616649,-9.259175654579874,11.762838253814692
Nurse,6.59096678315346,-10.994349374608513,13.82183187748938
Nurse,6.715955536765901,-7.587384578387084,8.662585182023264
Nurse,7.318239621117893,-10.262890829208267,13.546644794689756
Patient,94.36017556975138,-11.180812815308844,7.496030789605012
Patient,111.65137745186122,-9.281814274292065,2.009817395321098
Patient,55.67975732859336,-9.32713876403318,3.798672480161135
Nurse,6.190275819131073,-10.5736017728969,14.375152048895304
Nurse,16.030771207842818,-11.239107075653902,13.969941442683991
Patient,64.37728421053644,-9.949112298143982,3.915386242555746
Patient,69.68277787395128,-10.223202254634804,6.938224990656773
Patient,11.013216169037394,-10.828497024780246,8.652292486215426
Patient,10.557232698251207,-10.175854404432071,10.961026762628514
Patient,55.75050609832932,-9.769299094281317,0.9764956816255501
Nurse,5.429349318835818,-10.375196380323937,13.899715916289493
Nurse,14.024725759137317,-9.442308939274875,10.688067002579352
Patient,69.8608061229158,-9.501778251503215,4.790845023184952
Patient,265.2149651958939,-11.015094191827869,1.2473919880983133
Nurse,3.9401195699117255,-10.234019859106981,14.330007834894436
Nurse,12.105589139320298,-10.075951023642522,12.498311027363073
Patient,63.545614858974666,-10.835142901630023,9.545847262152114
Nurse,3.3074234965377327,-9.815259421104276,14.446152465382399
Nurse,7.414221070622389,-10.190039035001494,13.197955436317773
Nurse,6.751766397164486,-8.62715152532347,9.23856793586339
Patient,253.01118602718742,-11.423957152450145,3.247742243838809
Patient,35.5434389092521,-9.41144673022928,0.48513359728838834
Nurse,9.309974320746496,-7.975690376713148,8.038707418088919
Patient,66.00339417581503,-10.66198217779661,5.796326432758499
Nurse,7.4601378209849445,-10.64148690904431,14.517336071816281
Nurse,18.21369994044106,-10.1909037917273,12.839512499635317
Patient,14.980165740232524,-10.956436376818008,9.444231225139099
Patient,240.83595776084434,-9.64438665121434,-0.30557481568955824
Patient,54.55947578393568,-11.250407733969718,7.711263309803462
Patient,131.9381249517983,-10.45209033283308,2.1994302455003387
Nurse,8.439635452354409,-10.436719736040596,13.707434049942258
Nurse,21.112407368039893,-10.247025700745997,12.265020430898126
Nurse,5.345361081406303,-9.255808028500063,11.744774873208653
Nurse,5.340469021407034,-8.678695967726988,11.391879956871506
Nurse,5.47278822619193,-11.866539951360616,17.537048530509043
Patient,27.532583951759875,-9.20937440083723,-0.1521991822292028
Nurse,11.545533695467494,-11.21117192928078,15.341427248945168
Patient,55.38302106658359,-10.953939419396646,5.065260077266861
Patient,108.45316892100722,-9.894105546884767,3.5844001408010997
Patient,394.03533361996654,-11.56424161171105,6.4100272043283795
Nurse,7.784837789347853,-10.898784048323128,14.080233315015153
Nurse,6.722363504052412,-9.078349888075541,11.187485411350833
Nurse,15.730121877353508,-11.451175690051558,15.140729441056413
Nurse,3.950346425767973,-9.636368117375032,13.342376652005271
Patient,35.84622301692477,-12.604213856627133,10.44784759420936
Nurse,9.192328484933421,-9.595705245038303,12.590932310120927
Nurse,4.325263918650861,-9.31978389454955,12.77134838516261
Patient,9.220344635519249,-9.680348174081022,5.909511854159735
Nurse,7.093924144956972,-9.652323516461664,12.101794087417375
Patient,27.779321718249317,-9.965847582511975,3.1086194456215677
Patient,18.43359603333234,-9.320626717043497,2.5153156215400525
Patient,106.30501913265691,-9.53740870714605,-1.7094210451075194
Nurse,5.265718870288353,-8.805890596952628,10.459980754503242
Nurse,5.857939196851696,-9.537939106748103,12.699775599292199
Patient,42.45569722313992,-10.597510194691642,8.542837884869291
Nurse,17.627317543763752,-9.021141949218205,10.215493137820133
Patient,24.330586884721686,-10.830444406556566,8.322448466926499
Patient,82.96329000725194,-8.59840140705357,1.660906557402051
Patient,12.145025939149233,-8.948052382277082,2.906144113444973
Nurse,6.098326345993628,-9.749799793748306,13.689418968364771
Nurse,34.98639522279207,-9.393276940863817,10.13999629436476
Patient,93.1774415072488,-9.112344574126164,0.5143426001768433
Nurse,18.130682665176025,-9.769929240808597,11.89112434820673
Nurse,10.308431226027878,-9.578413389385544,12.243334902978663
Nurse,5.426928969963718,-10.558301753946031,13.875152984679678
Patient,84.73266907176514,-9.221063496487886,2.4786702640390907
Patient,291.3404263259231,-10.005596018829047,1.9996904821480455
Nurse,4.280841326680462,-10.387099702474401,14.667818721801348
Nurse,11.297156482911504,-10.293966947664183,13.127583214027759
Patient,11.966681583043,-10.35702920080661,9.53057222201441
Patient,97.04793348700638,-9.49933427861879,1.9478058993863667
Nurse,7.415197269238928,-10.660321139473448,14.666524909734074
Nurse,9.120152014416002,-9.5079811520072,11.542458410485915
Patient,6.338594651829191,-8.902847288246305,5.154705504218289
Patient,23.03982489964189,-9.306521088086006,3.554568424419994
Patient,157.58049137130448,-9.382994050423303,2.013253979154318
Patient,13.929993049039709,-8.7880560146136,4.830524514095981
Nurse,6.143296150080921,-9.856611532657748,12.009744018489437
Nurse,9.06414395572376,-11.029371508182072,14.178081467702041
Patient,11.913125956396538,-8.887311625010074,3.5608148350703526
Patient,253.0855844332303,-10.535801463052298,-1.4105684089142967
Patient,17.87629547449085,-8.764188379993062,3.4496292840101064
Patient,31.554389368480045,-9.839981774147212,5.7801036136107165
Nurse,12.919004030380671,-8.551500770107074,9.364417809368375
Nurse,3.807512759608012,-10.413465161123277,14.620094418579015
Patient,20.82680947406986,-10.957150914895044,8.52939544531108
Patient,52.005404632948796,-9.967203004588413,2.51472004291759
Patient,43.362685309968796,-10.924233144268305,8.089664539197718
Patient,153.73792003528757,-11.846187862238093,3.76285533464386
Patient,12.224849750159665,-10.650023934406898,8.126230439413233
Nurse,3.579336292793456,-10.921859813125312,15.066563550059142
Nurse,8.195897012356877,-9.93065566296375,12.3968088845594
Nurse,8.072073883502583,-10.546680084587265,13.869122177941803
Nurse,17.05982092358252,-8.659538948209653,8.832561232806238
Nurse,11.188273366455041,-9.188603445508408,10.388209037700918
Nurse,11.127158390654992,-8.462068081587446,8.953474938175257
Nurse,4.6704180668942685,-8.982338533156497,11.559176132232952
Nurse,9.735102206311671,-9.659410783599503,12.238431390043317
Nurse,3.806704810741547,-8.952682293378551,12.15339564712653
Nurse,6.5883611354039475,-10.043476949813863,12.436095520383878
Nurse,9.555600075868169,-9.427942558285856,11.56766223006314
Patient,168.06542865599056,-10.33407723097994,3.5486595940060752
Nurse,4.437840262139838,-10.023552150874238,13.469759342143117
Nurse,8.270160869479492,-10.36952692883336,13.560663598810414
Nurse,11.167676576061075,-10.436764237238217,12.65721633838634
Patient,314.0599540682929,-8.618545921309513,-4.8466013560030525
Nurse,10.43174856510647,-10.502974770551344,13.792839246145622
Patient,73.27534017386142,-10.234407800316323,2.3128360114328643
Nurse,5.231664428644183,-10.916191915481242,14.761743253005394
Nurse,7.144986021489171,-10.715759989110751,14.806135156102489
Nurse,15.54319741549553,-10.580053241370043,13.536185655339812
Nurse,9.486242158815854,-9.527997729080726,11.844130536968027
Patient,114.74157415019933,-9.517751047319344,-0.925187586735353
Patient,130.210980829873,-9.112709162733259,-1.0394660116691916
Patient,56.70927828033517,-9.31667100718893,2.1388387043239323
Nurse,12.635231008358149,-7.636127505380639,7.342772970560781
Nurse,3.704238477268217,-9.696181404395125,13.443666362930209
Patient,43.34249775821002,-8.546739336678966,-1.122000178399027
Nurse,10.44850923729087,-10.605860820758894,14.72495128310563
Nurse,20.010510821568317,-10.766656587783348,13.26227693102835
Nurse,11.356541749529871,-10.387130649789516,13.321761747123011
Nurse,7.4834522051644905,-11.919673156197657,16.819733229076988
Patient,27.392581428118802,-10.493122822399773,9.252965199865521
Patient,15.541177367139069,-9.186794813252023,4.328677554398943
Patient,41.27429179715966,-9.209628103948289,3.6588791340260274
Nurse,9.828698244751521,-9.031815339467139,10.61266998873285
Nurse,5.44055801963588,-11.085150526557799,15.063714155379996
Nurse,32.28320779885005,-8.755320419263214,8.360556442768054
Nurse,3.814352866434623,-9.518133938281508,12.971129253623785
Nurse,9.722491547368316,-10.254955793553698,13.172742539447265
Patient,75.78341916228469,-9.91410699370667,-1.2661458064004458
Patient,43.38875774535839,-10.851406434260314,6.512834967488039
Nurse,32.87227184337948,-9.632518334525695,10.615642324663487
Patient,137.249646113356,-9.517312112790787,2.0312102025307524
Patient,100.1681819902984,-7.943456435170459,-3.588565186742255
Nurse,9.363470843860188,-10.926381129981538,14.893702544728471
Patient,21.78700058541035,-10.417366813605085,6.0819268217065465
Nurse,12.036074634318634,-9.081545556057586,10.052324064219624
Nurse,7.594824705262326,-10.709579854749173,13.762440198660752
Nurse,6.629248668586767,-10.30848278845582,14.938832345296584
Patient,84.18020725295327,-11.377617500754237,4.759767342445197
Nurse,12.313443681140031,-7.911557227130075,7.519431150426471
Nurse,2.8864801176013852,-8.129034824628217,10.39283893051141
Nurse,4.786759333169441,-9.465370913877564,11.047014324184872
Nurse,7.401537532562616,-9.672178827156914,12.804804970784163
Patient,19.80835954233717,-9.914312838596642,4.005568329659185
Patient,70.48386058051862,-10.895346322363023,4.4637234550569715
Nurse,4.491075936712273,-9.348863758176343,12.624860772076133
Nurse,6.57115564981409,-9.961762005039972,12.31653858774188
Nurse,6.360847835885933,-10.050204617041745,14.56064410360187
Nurse,4.237682277467156,-8.535822761247562,11.12605842211511
Nurse,8.50214259936247,-8.241379515804866,9.528493565668093
Nurse,8.976226638366516,-10.053120653017546,13.523446149410441
Nurse,12.784514283581588,-10.625677287496213,13.0434963607876
Patient,44.56814484114695,-10.800038564397646,5.878989254355896
Patient,188.18737362125648,-10.45730165508679,2.3540802781821504
Nurse,7.606562544575223,-9.151569117794715,10.150682201192929
Nurse,5.455639545315074,-9.788716307720527,13.480822241037133
Patient,33.38469470171255,-11.876552706041874,9.976333199028433
Nurse,5.378012088362062,-11.189666659090362,15.384841817736925
Patient,45.39829922513491,-10.604744664538213,1.1674079301899871
Patient,133.89637727604978,-8.725124958721278,0.9591615063473025
Nurse,4.183537434268036,-10.201491533947518,13.968565245492714
Nurse,9.968171777391126,-9.33165951128192,10.996834928393637
Patient,59.26361581583712,-9.542719595384758,5.833092722235929
Nurse,10.509223182306588,-9.210943312624481,11.111546669301283
Nurse,14.957750186019284,-9.590237204040502,11.044700880392467
Patient,222.15380784875268,-9.302096727460972,-1.0886345275854015
Nurse,5.8139111288269545,-9.703424454859238,12.878187791051891
Nurse,8.155121483840972,-9.688691326557116,13.12871520758682
Patient,159.42014718220904,-9.809364408734975,3.3582636745351446
Nurse,4.409397453375959,-9.602072950053191,13.625061026736708
Nurse,6.625839311019887,-10.847633928619086,14.478246360637828
Patient,18.363536062734376,-10.784761908127704,7.007773693760126
Nurse,3.659097346697954,-9.984381666050396,14.122685428583436
Patient,22.02644594534038,-8.480716076358231,3.7985286900654924
Patient,153.02182918452303,-10.657834553852137,4.963558390589391
Nurse,4.2803425858031074,-9.109752499163491,11.851391618421404
Nurse,9.743745675417218,-11.175594605624852,14.627028680119007
Nurse,9.960368900632188,-10.9483480042242,14.82968504537127
Nurse,3.7300852803906746,-9.151825787333332,11.370958820512529
Nurse,9.739112251004244,-9.374369066354,11.12420225465345
Patient,97.71221404852739,-9.739557736666445,1.2373786267779596
Nurse,4.462560292602819,-11.96262569167258,17.604353749033113
Nurse,3.3790635480544218,-9.904655800558691,13.459988878757285
Patient,107.67772900340685,-10.302045499489864,2.5869098754091553
Nurse,10.65399939964009,-9.664941970915882,12.122026568279004
Patient,87.29276548364454,-11.535572123207105,7.646186426771123
Nurse,10.036559708299249,-11.016683128576497,14.605091623309093
Nurse,7.245251988478195,-10.134496784401733,13.455577195901549
Patient,228.46128886652446,-8.918233272327171,-3.650705405870837
Patient,101.7043413861413,-8.671066680464591,0.8716104216954904
Patient,162.5491512369962,-7.987729554299235,-0.15908264955950058
Patient,70.05695791178697,-8.954911525915247,1.7009815267408177
Patient,55.91893447464934,-10.351414235713733,7.781849102521771
Nurse,4.907603156049662,-8.467632275321884,10.594410945484956
Nurse,3.6705698136852543,-9.632350707008579,11.914341247592317
Patient,102.05460537296122,-9.11476851701101,-0.20619091094415976
Patient,61.778023594591055,-8.045842566249714,-1.1669036679356097
Patient,18.93652151847726,-8.5183365975374,7.079662750249591
Nurse,7.40272248496502,-8.988536964591644,11.645964051024805
Nurse,5.097539048347006,-10.485305835367868,14.957291043582297
Patient,294.4220489873897,-9.437119139825645,-2.255418984769837
Nurse,19.956014085966125,-10.530970897811965,12.900842349188485
Patient,76.8870786542049,-8.445839579285225,1.914955442695656
Patient,82.67072097625984,-9.536711469881894,2.330721276326898
Nurse,9.767589952370768,-12.529560077694303,17.631746668594452
Patient,69.49966517385597,-11.151014083619508,6.592030933028573
Patient,44.50176178282905,-8.24452430168451,4.044030495770977
Nurse,5.8538362493506435,-10.150837711566695,13.497604424888273
Patient,34.755593526209836,-9.804975015971873,2.9967048464878125
Nurse,4.198353113385651,-9.377288776099732,12.634650011779131
Patient,24.42688183338217,-9.1046445692374,2.554765199464124
Nurse,8.38615908619669,-9.179655987387545,11.215923073404243
Patient,86.03385762934916,-10.516429643887571,3.7304442966366795
Nurse,6.666335339393261,-10.74657834654024,14.507699326962758
Nurse,3.4065186654110637,-10.491153747142105,14.614178897031247
Patient,42.25912249359473,-10.24149744587078,4.871825997012061
Nurse,9.390708650815784,-9.125482925867477,10.686362479267789
Nurse,4.048715103172594,-11.042044412243103,15.442087791583312
Patient,38.400814956096404,-10.769996066197457,3.6516014395281435
Patient,34.60088198123082,-9.818573379886029,5.739447346391564
Nurse,5.591728618517461,-10.412997822143435,13.641358016417376
Patient,52.908331917338096,-10.848428634190814,6.90599123561358
Nurse,3.0254709158652036,-10.359629672452462,14.762746260467848
Nurse,8.100430902972317,-7.306966336019503,7.6969154261617065
Nurse,4.4726125526759555,-10.095464247089073,12.804832625865924
Patient,50.370226209441846,-10.833056057000759,7.658092163715363
Patient,31.514877168616792,-10.116765915795247,4.061496697972757
Patient,310.7073125517118,-10.321242766117912,4.829896915487566
Patient,123.24222923332039,-9.517933272664614,2.1450293157277347
Nurse,8.997067123926673,-11.92767257934561,16.51900481250772
Nurse,11.274899655240072,-10.048897183474105,11.972620457954262
Nurse,7.197960879368069,-8.295894483744508,10.24143705054511
Nurse,7.16349503545047,-9.048550722941913,10.944849940382818
Nurse,3.1520852141827165,-10.924465988129555,16.482312153926568
Patient,41.51301191321465,-10.243383979375018,4.435077729858883
Nurse,19.145511367046204,-8.374041084637938,9.905403991213438
Nurse,6.824215536786514,-9.704375511252906,11.729952352995442
Nurse,15.463265031377901,-11.167779551267936,14.705479671358047
Patient,18.22323580465342,-10.588866826738697,5.6978138466436805
Patient,29.729051696924866,-10.539122703148978,5.1974583377994374
Nurse,11.208438766543965,-11.10486279306252,14.903329343741818
Nurse,13.585181133741203,-10.513196364513396,13.058453707500211
Patient,43.35731253025588,-8.82027479163929,2.489814095545798
Nurse,5.6654869742243665,-9.516123348811961,11.746707770009511
Patient,107.91668674966992,-9.591392692298232,1.2044494214327999
Patient,23.603953083741235,-10.886680922283457,8.520168114153197
Nurse,13.660251306723426,-10.637307747028794,13.8893185945888
Nurse,2.6025363550760496,-10.5846177306572,15.197219504179985
Patient,21.984036646879897,-10.936506374789596,6.356820470605086
Nurse,8.551411560892015,-10.187329018406375,12.109446055987076
Nurse,2.5590853863103353,-10.606865177857175,15.50292372505866
Patient,3.499062786231674,-10.49973017615163,9.441974324718887
Patient,218.83932356941153,-10.385021811712864,2.7593460364906894
Patient,62.88182304128091,-12.1305664798072,9.515033112702948
Patient,67.72101229908444,-9.49173136032541,10.405145122610898
Nurse,2.606331117368266,-8.275303350238891,10.448939410526899
Nurse,8.530640547702516,-10.045512245301243,12.735241871701959
Patient,30.881801795715905,-9.67049126442699,1.4463009919881404
Nurse,10.754126955734883,-10.416194404885253,12.892064556489446
Nurse,5.900243203545877,-8.742850783137428,10.44304045176465
Patient,78.13621253524448,-10.730956275715473,6.260849014858944
Nurse,10.409864533138652,-8.151391166703588,8.872246491262466
Nurse,10.322514695130183,-9.901932460461055,13.117473409474663
Nurse,5.15818001082383,-9.25499468712272,11.772056919991462
Nurse,7.155676168267065,-9.908247515551627,12.974709317870843
Nurse,6.971883922613152,-9.785286816829474,13.41774718400102
Nurse,12.094186018719547,-9.130845407503104,10.541196209186664
Nurse,4.7368842383442855,-9.044699441762248,11.972042693903555
Patient,238.09521953765972,-10.60398062596923,1.8035225897158018
Patient,10.5964160713907,-10.392471106060873,10.057051558331509
Nurse,5.851817579781678,-9.359520204799177,11.857036546213546
Patient,75.49429029938636,-11.147691389815668,5.817687622456016
Nurse,1.6560446440211278,-10.186896158161986,14.054123679916762
